Watch_Date,title_of_movie,Release_Year,link_of_movie,my_rating,movie_id,average_rating,genre_of_movie,Director,Actors,Country,Language,Runtime_minutes,Watched_number
2022-08-08,Flightplan,2005,https://boxd.it/1YZu,3.0,boxd.it,,[],,[],[],[],,
2022-08-12,Skyscraper,2018,https://boxd.it/fVqa,,boxd.it,,[],,[],[],[],,
2022-08-12,27 Dresses,2008,https://boxd.it/21x4,,boxd.it,,[],,[],[],[],,
2022-08-13,Williams,2017,https://boxd.it/gEqE,4.0,boxd.it,,[],,[],[],[],,
2022-08-16,Minority Report,2002,https://boxd.it/2aWi,4.0,boxd.it,,[],,[],[],[],,
2022-08-16,Edge of Tomorrow,2014,https://boxd.it/4pD0,2.0,boxd.it,,[],,[],[],[],,
2022-08-16,Collateral,2004,https://boxd.it/28F0,4.0,boxd.it,,[],,[],[],[],,
2022-08-19,Jaws,1975,https://boxd.it/2a5e,4.5,boxd.it,,[],,[],[],[],,
2022-08-20,Mona Lisa Smile,2003,https://boxd.it/1T0Q,4.0,boxd.it,,[],,[],[],[],,
2022-08-22,Legends of the Fall,1994,https://boxd.it/24ho,3.5,boxd.it,,[],,[],[],[],,
2022-08-23,Marley & Me,2008,https://boxd.it/1Ola,2.5,boxd.it,,[],,[],[],[],,
2022-08-23,Triangle,2009,https://boxd.it/1tQG,3.5,boxd.it,,[],,[],[],[],,
2022-08-24,Us,2019,https://boxd.it/gnV6,3.5,boxd.it,,[],,[],[],[],,
2022-08-24,Nope,2022,https://boxd.it/sDCe,3.5,boxd.it,3.66,"['Science Fiction', 'Horror', 'Thriller']",Jordan Peele,[],[],[],130.0,
2022-08-25,Ghostbusters,2016,https://boxd.it/Vm8,3.0,boxd.it,,[],,[],[],[],,
2022-08-25,Lorenzo's Oil,1992,https://boxd.it/27Eg,3.0,boxd.it,,[],,[],[],[],,
2022-08-26,The Craigslist Killer,2011,https://boxd.it/rgu,0.5,boxd.it,,[],,[],[],[],,
2022-08-26,Despicable Me,2010,https://boxd.it/1DD8,,boxd.it,,[],,[],[],[],,
2022-08-26,Little Miss Sunshine,2006,https://boxd.it/29EW,4.0,boxd.it,,[],,[],[],[],,
2022-08-26,Sherlock Holmes,2009,https://boxd.it/1W2A,3.5,boxd.it,,[],,[],[],[],,
2022-08-26,Sherlock Holmes: A Game of Shadows,2011,https://boxd.it/k3S,3.0,boxd.it,,[],,[],[],[],,
2022-08-26,Horrible Bosses,2011,https://boxd.it/Ba2,3.0,boxd.it,,[],,[],[],[],,
2022-08-26,Grown Ups 2,2013,https://boxd.it/3GAq,,boxd.it,,[],,[],[],[],,
2022-08-26,Grown Ups,2010,https://boxd.it/169a,2.5,boxd.it,,[],,[],[],[],,
2022-08-27,Top Gun: Maverick,2022,https://boxd.it/cjr4,4.0,boxd.it,3.98,"['Action', 'Drama']",Joseph Kosinski,[],[],[],131.0,
2022-08-27,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/BykM,,boxd.it,,[],,[],[],[],,
2022-08-28,Tower Heist,2011,https://boxd.it/iQI,2.0,boxd.it,,[],,[],[],[],,
2022-08-28,Keeping Up with the Joneses,2016,https://boxd.it/aS5y,2.0,boxd.it,,[],,[],[],[],,
2022-08-28,Zootopia,2016,https://boxd.it/84xS,,boxd.it,,[],,[],[],[],,
2022-08-29,Before Sunrise,1995,https://boxd.it/2bcU,4.0,boxd.it,,[],,[],[],[],,
2022-08-30,Remember Me,2010,https://boxd.it/1zyI,3.5,boxd.it,,[],,[],[],[],,
2022-08-31,The Change-Up,2011,https://boxd.it/FRu,2.5,boxd.it,,[],,[],[],[],,
2022-09-01,Heat,1995,https://boxd.it/2bg8,4.0,boxd.it,,[],,[],[],[],,
2022-09-01,It Chapter Two,2019,https://boxd.it/h10u,,boxd.it,,[],,[],[],[],,
2022-09-02,Niyazi Gül Dörtnala,2015,https://boxd.it/bk52,,boxd.it,,[],,[],[],[],,
2022-09-02,Money Trap,2019,https://boxd.it/lfkw,,boxd.it,,[],,[],[],[],,
2022-09-02,Bygones Be Bygones,2017,https://boxd.it/fmM6,,boxd.it,,[],,[],[],[],,
2022-09-02,Cem Yılmaz: Diamond Elite Platinum Plus,2021,https://boxd.it/yvJo,,boxd.it,,[],,[],[],[],,
2022-09-02,Source Code,2011,https://boxd.it/fdo,3.0,boxd.it,,[],,[],[],[],,
2022-09-02,October Sky,1999,https://boxd.it/1Q7u,4.0,boxd.it,,[],,[],[],[],,
2022-09-03,Sleepers,1996,https://boxd.it/29xw,3.5,boxd.it,,[],,[],[],[],,
2022-09-03,When They See Us,2019,https://boxd.it/kbJU,4.0,boxd.it,,[],,[],[],[],,
2022-09-07,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4.0,boxd.it,,[],,[],[],[],,
2022-09-07,12 Angry Men,1957,https://boxd.it/2auI,5.0,boxd.it,,[],,[],[],[],,
2022-09-08,The Batman,2022,https://boxd.it/eDGs,4.0,boxd.it,4.05,"['Crime', 'Mystery', 'Thriller']",Matt Reeves,[],[],[],177.0,
2022-09-09,Love Actually,2003,https://boxd.it/2aeU,2.0,boxd.it,,[],,[],[],[],,
2022-09-16,Pretty Woman,1990,https://boxd.it/2b6M,3.0,boxd.it,,[],,[],[],[],,
2022-09-17,The Town,2010,https://boxd.it/1zyS,3.5,boxd.it,,[],,[],[],[],,
2022-09-19,Always Be My Maybe,2019,https://boxd.it/iB2y,,boxd.it,,[],,[],[],[],,
2022-09-19,How Do You Know,2010,https://boxd.it/VMK,3.0,boxd.it,,[],,[],[],[],,
2022-09-19,Fear,1996,https://boxd.it/1W0a,3.0,boxd.it,,[],,[],[],[],,
2022-09-19,The Invisible Guest,2016,https://boxd.it/euce,4.0,boxd.it,,[],,[],[],[],,
2022-09-19,The Body,2012,https://boxd.it/3Jsa,3.5,boxd.it,,[],,[],[],[],,
2022-09-20,Spy,2015,https://boxd.it/71Ks,,boxd.it,,[],,[],[],[],,
2022-09-20,Tag,2018,https://boxd.it/gh7Y,4.0,boxd.it,,[],,[],[],[],,
2022-09-22,A Beautiful Mind,2001,https://boxd.it/2amk,4.0,boxd.it,,[],,[],[],[],,
2022-09-27,Gone Baby Gone,2007,https://boxd.it/23R6,4.0,boxd.it,,[],,[],[],[],,
2022-09-27,The Fighter,2010,https://boxd.it/PP4,3.5,boxd.it,,[],,[],[],[],,
2022-09-28,Children of Men,2006,https://boxd.it/1Y2i,4.5,boxd.it,,[],,[],[],[],,
2022-09-30,Forgotten,2017,https://boxd.it/hAJE,3.0,boxd.it,,[],,[],[],[],,
2022-10-02,Jumanji: The Next Level,2019,https://boxd.it/ixu4,,boxd.it,,[],,[],[],[],,
2022-10-09,Midnight in Paris,2011,https://boxd.it/i4a,3.5,boxd.it,,[],,[],[],[],,
2022-10-17,Dogville,2003,https://boxd.it/2a8W,4.5,boxd.it,,[],,[],[],[],,
2022-10-23,Primal Fear,1996,https://boxd.it/28ws,4.0,boxd.it,,[],,[],[],[],,
2022-12-22,The Hunt,2012,https://boxd.it/3wEC,5.0,boxd.it,,[],,[],[],[],,
2023-01-02,Glass Onion,2022,https://boxd.it/oCkK,3.5,boxd.it,3.38,"['Crime', 'Mystery', 'Comedy']",Rian Johnson,[],[],[],140.0,
2023-01-18,Little Women,2019,https://boxd.it/aSVk,4.0,boxd.it,,[],,[],[],[],,
2023-01-18,Pulp Fiction,1994,https://boxd.it/29Pq,5.0,boxd.it,,[],,[],[],[],,
2023-01-20,The Godfather,1972,https://boxd.it/2aNK,5.0,boxd.it,,[],,[],[],[],,
2023-01-24,Just Go with It,2011,https://boxd.it/Doq,,boxd.it,,[],,[],[],[],,
2023-01-24,Alone,2008,https://boxd.it/1qAK,4.5,boxd.it,,[],,[],[],[],,
2023-01-25,Paul Blart: Mall Cop,2009,https://boxd.it/1NQw,,boxd.it,,[],,[],[],[],,
2023-01-25,Vlad the Impaler,2018,https://boxd.it/jID4,,boxd.it,,[],,[],[],[],,
2023-01-27,Pride & Prejudice,2005,https://boxd.it/24u8,3.0,boxd.it,,[],,[],[],[],,
2023-01-27,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4.5,boxd.it,,[],,[],[],[],,
2023-01-31,Game Night,2018,https://boxd.it/fRtu,3.0,boxd.it,,[],,[],[],[],,
2023-02-02,Stand by Me,1986,https://boxd.it/2aOe,4.0,boxd.it,,[],,[],[],[],,
2023-02-08,Red Eye,2005,https://boxd.it/1TNy,2.0,boxd.it,,[],,[],[],[],,
2023-02-09,All Quiet on the Western Front,2022,https://boxd.it/H08,4.0,boxd.it,4.1,"['Drama', 'War']",Edward Berger,[],[],[],147.0,
2023-02-21,Spotlight,2015,https://boxd.it/a84k,4.0,boxd.it,,[],,[],[],[],,
2023-02-22,"Lock, Stock and Two Smoking Barrels",1998,https://boxd.it/2b92,4.5,boxd.it,,[],,[],[],[],,
2023-02-23,Date Night,2010,https://boxd.it/2l5a,2.5,boxd.it,,[],,[],[],[],,
2023-02-24,American Gangster,2007,https://boxd.it/23wi,4.0,boxd.it,,[],,[],[],[],,
2023-02-26,It's Kind of a Funny Story,2010,https://boxd.it/Tfa,3.5,boxd.it,,[],,[],[],[],,
2023-03-12,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,5.0,boxd.it,4.13,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Adventure']",Joel Crawford,[],[],[],103.0,
2023-03-12,Puss in Boots,2011,https://boxd.it/eL34,,boxd.it,,[],,[],[],[],,
2023-03-14,Casino Royale,2006,https://boxd.it/1alk,4.0,boxd.it,,[],,[],[],[],,
2023-03-21,Quantum of Solace,2008,https://boxd.it/1Vs8,,boxd.it,,[],,[],[],[],,
2023-03-22,Skyfall,2012,https://boxd.it/17Fc,3.5,boxd.it,,[],,[],[],[],,
2023-03-26,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5.0,boxd.it,4.24,"['Science Fiction', 'Adventure', 'Comedy', 'Action']",Daniel Scheinert,[],[],[],140.0,
2023-03-30,Saving Private Ryan,1998,https://boxd.it/29ro,5.0,boxd.it,,[],,[],[],[],,
2023-04-06,Murder Mystery 2,2023,https://boxd.it/nHOo,3.0,boxd.it,2.6,"['Action', 'Mystery', 'Adventure', 'Comedy', 'Crime']",Jeremy Garelick,[],[],[],91.0,
2023-04-20,The Conspiracy,2012,https://boxd.it/4k0s,3.5,boxd.it,,[],,[],[],[],,
2023-04-30,The Sixth Sense,1999,https://boxd.it/29Js,4.0,boxd.it,,[],,[],[],[],,
2023-04-30,The Menu,2022,https://boxd.it/lScm,4.0,boxd.it,3.53,"['Comedy', 'Horror']",Mark Mylod,[],[],[],107.0,
2023-05-02,The Butterfly's Dream,2013,https://boxd.it/5haQ,4.0,boxd.it,,[],,[],[],[],,
2023-05-03,Die Hard,1988,https://boxd.it/2a7u,3.5,boxd.it,,[],,[],[],[],,
2023-05-04,Yahşi Batı,2009,https://boxd.it/1kMK,,boxd.it,,[],,[],[],[],,
2023-06-07,Operation Cicero,2019,https://boxd.it/lcoK,,boxd.it,,[],,[],[],[],,
2023-06-13,Promising Young Woman,2020,https://boxd.it/loRE,4.0,boxd.it,,[],,[],[],[],,
2023-06-13,The Lego Movie 2: The Second Part,2019,https://boxd.it/8BAU,,boxd.it,,[],,[],[],[],,
2023-06-16,The King's Man,2021,https://boxd.it/h714,,boxd.it,,[],,[],[],[],,
2023-06-18,The Deep End of the Ocean,1999,https://boxd.it/1key,,boxd.it,,[],,[],[],[],,
2023-06-20,Hidden Figures,2016,https://boxd.it/dgS4,,boxd.it,,[],,[],[],[],,
2023-06-20,Mission: Impossible,1996,https://boxd.it/29d2,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: Joan Is Awful,2023,https://boxd.it/GWmi,,boxd.it,,[],,[],[],[],,
2023-06-25,Elemental,2023,https://boxd.it/ASiE,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: San Junipero,2016,https://boxd.it/k4aS,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: White Christmas,2014,https://boxd.it/B3qu,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: Hang the DJ,2017,https://boxd.it/hQYA,,boxd.it,,[],,[],[],[],,
2023-06-25,Black Mirror: The National Anthem,2011,https://boxd.it/hQYK,,boxd.it,,[],,[],[],[],,
2023-07-29,Barbie,2023,https://boxd.it/bCLK,4.0,boxd.it,3.68,"['Comedy', 'Fantasy', 'Adventure']",Greta Gerwig,[],[],[],114.0,
2023-07-29,Oppenheimer,2023,https://boxd.it/wUow,4.5,boxd.it,4.16,"['Drama', 'History']",Christopher Nolan,[],[],[],181.0,
2023-08-29,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,3.5,boxd.it,3.25,"['Comedy', 'Horror', 'Mystery']",Halina Reijn,[],[],[],94.0,
2023-08-30,Saw,2004,https://boxd.it/2aWW,,boxd.it,,[],,[],[],[],,
2023-09-11,Taxi Driver,1976,https://boxd.it/2b8y,4.5,boxd.it,,[],,[],[],[],,
2023-09-11,Black Night,2022,https://boxd.it/o2Ta,3.5,boxd.it,3.49,"['Drama', 'Thriller', 'Crime']",Özcan Alper,[],[],[],114.0,
2023-09-12,Fig Jam,2011,https://boxd.it/1y8,4.0,boxd.it,,[],,[],[],[],,
2023-09-28,(500) Days of Summer,2009,https://boxd.it/1EmM,,boxd.it,,[],,[],[],[],,
2023-09-29,Bottoms,2023,https://boxd.it/uGf2,4.0,boxd.it,3.81,['Comedy'],Emma Seligman,[],[],[],91.0,
2023-09-30,22 Jump Street,2014,https://boxd.it/5Fvy,3.5,boxd.it,,[],,[],[],[],,
2023-10-08,21 Jump Street,2012,https://boxd.it/J0,4.0,boxd.it,,[],,[],[],[],,
2023-11-10,Fargo,1996,https://boxd.it/2aHM,4.0,boxd.it,,[],,[],[],[],,
2023-11-10,A Knight's Tale,2001,https://boxd.it/1YAk,3.5,boxd.it,,[],,[],[],[],,
2023-11-20,Shaun of the Dead,2004,https://boxd.it/29J8,1.0,boxd.it,,[],,[],[],[],,
2023-12-02,Incendies,2010,https://boxd.it/Msm,4.5,boxd.it,,[],,[],[],[],,
2023-12-26,Hereditary,2018,https://boxd.it/hNVe,4.0,boxd.it,,[],,[],[],[],,
2024-01-29,Oculus,2013,https://boxd.it/4W9M,3.5,boxd.it,,[],,[],[],[],,
2024-02-05,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,,boxd.it,,[],,[],[],[],,
2024-02-05,Leave the World Behind,2023,https://boxd.it/re0i,,boxd.it,,[],,[],[],[],,
2024-02-11,Society of the Snow,2023,https://boxd.it/y9aw,4.0,boxd.it,4.16,"['History', 'Drama']",J. A. Bayona,[],[],[],143.0,
2024-02-11,Divergent,2014,https://boxd.it/4VT0,3.0,boxd.it,,[],,[],[],[],,
2024-02-17,Aftersun,2022,https://boxd.it/Arw0,4.5,boxd.it,4.21,['Drama'],Charlotte Wells,[],[],[],101.0,
2024-05-09,Project X,2012,https://boxd.it/neO,4.0,boxd.it,,[],,[],[],[],,
2024-05-13,A Lot Like Love,2005,https://boxd.it/1ZsQ,3.5,boxd.it,,[],,[],[],[],,
2024-05-13,Zombieland,2009,https://boxd.it/1En6,4.0,boxd.it,,[],,[],[],[],,
2024-05-13,Zombieland: Double Tap,2019,https://boxd.it/bgb6,3.0,boxd.it,,[],,[],[],[],,
2024-05-13,The Silence of the Lambs,1991,https://boxd.it/2aHW,5.0,boxd.it,,[],,[],[],[],,
2024-07-31,A Man Called Otto,2022,https://boxd.it/zl06,4.0,boxd.it,3.68,"['Drama', 'Comedy']",Marc Forster,[],[],[],126.0,
2024-07-31,Bandırma Füze Kulübü,2022,https://boxd.it/DfWG,3.5,boxd.it,,[],,[],[],[],,
2024-09-08,8x8,2023,https://boxd.it/HLro,,boxd.it,,[],,[],[],[],,
2024-09-08,Kendime İyi Bak,2014,https://boxd.it/8uN8,,boxd.it,,[],,[],[],[],,
2024-09-09,Ticket to Paradise,2022,https://boxd.it/u8Cc,,boxd.it,,[],,[],[],[],,
2024-11-17,Instant Family,2018,https://boxd.it/hHpQ,4.0,boxd.it,,[],,[],[],[],,
2025-02-25,It's What's Inside,2024,https://boxd.it/DOV4,4.0,boxd.it,,[],,[],[],[],,
2025-02-25,Stuck in Love,2012,https://boxd.it/3L08,4.0,boxd.it,,[],,[],[],[],,
2025-02-27,We Bought a Zoo,2011,https://boxd.it/2AU8,3.5,boxd.it,,[],,[],[],[],,
2025-02-28,Chef,2014,https://boxd.it/6lCG,2.5,boxd.it,,[],,[],[],[],,
2025-03-03,The Mist,2007,https://boxd.it/22r2,3.0,boxd.it,,[],,[],[],[],,
2025-03-04,Me and Earl and the Dying Girl,2015,https://boxd.it/9SAE,2.5,boxd.it,,[],,[],[],[],,
2025-03-05,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4.0,boxd.it,3.99,"['Action', 'Science Fiction', 'Adventure']",James Gunn,[],[],[],150.0,
2025-03-06,Chasing the Wind,2025,https://boxd.it/OkP8,,boxd.it,,[],,[],[],[],,
2025-03-10,My Girl,1991,https://boxd.it/24PK,4.0,boxd.it,,[],,[],[],[],,
2025-03-11,"Definitely, Maybe",2008,https://boxd.it/20eU,4.0,boxd.it,,[],,[],[],[],,
2025-03-12,The Peanut Butter Falcon,2019,https://boxd.it/gzu2,4.0,boxd.it,,[],,[],[],[],,
2025-03-15,Champion,2018,https://boxd.it/kPuK,3.5,boxd.it,,[],,[],[],[],,
2025-03-15,Dune: Part Two,2024,https://boxd.it/pUfA,4.5,boxd.it,4.38,"['Adventure', 'Science Fiction']",Denis Villeneuve,[],[],[],167.0,
2025-03-15,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,4.5,boxd.it,4.4,"['Animation', 'Science Fiction', 'Adventure', 'Action']",Justin K. Thompson,[],[],[],140.0,
2025-03-15,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,3.0,boxd.it,3.59,"['Action', 'Science Fiction']",Francis Lawrence,[],[],[],157.0,
2025-03-19,Last Summer,2021,https://boxd.it/txP4,,boxd.it,,[],,[],[],[],,
2025-03-19,The Man from Earth,2007,https://boxd.it/1Ql2,4.0,boxd.it,,[],,[],[],[],,
2025-03-30,Ted,2012,https://boxd.it/2pgc,3.0,boxd.it,,[],,[],[],[],,
2025-03-31,Ted 2,2015,https://boxd.it/6oCY,1.0,boxd.it,,[],,[],[],[],,
2025-04-17,La La Land,2016,https://boxd.it/a5fa,4.5,boxd.it,,[],,[],[],[],,
2025-07-16,F1,2025,https://boxd.it/yjVM,4.5,boxd.it,3.65,"['Drama', 'Action']",Joseph Kosinski,[],[],[],156.0,
2025-08-10,Happy Gilmore,1996,https://boxd.it/1Yey,4.0,boxd.it,,[],,[],[],[],,
2025-08-10,Superman,2025,https://boxd.it/E9IU,4.5,boxd.it,3.83,"['Science Fiction', 'Adventure', 'Action']",James Gunn,[],[],[],130.0,
2025-08-10,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3.0,boxd.it,3.34,"['Action', 'Science Fiction', 'Adventure']",Matt Shakman,[],[],[],115.0,
2025-08-10,Searching,2018,https://boxd.it/hDPg,3.5,boxd.it,,[],,[],[],[],,
2025-08-20,True Romance,1993,https://boxd.it/2aBa,4.0,boxd.it,,[],,[],[],[],,
2025-09-02,Weapons,2025,https://boxd.it/EMTM,3.0,boxd.it,3.58,"['Horror', 'Mystery']",Zach Cregger,[],[],[],129.0,
2025-09-03,Missing,2023,https://boxd.it/sS1W,3.5,boxd.it,3.48,"['Thriller', 'Mystery', 'Drama']",Nicholas D. Johnson,[],[],[],111.0,
2025-09-24,Wind River,2017,https://boxd.it/dR3i,3.5,boxd.it,,[],,[],[],[],,
2025-10-04,Project Almanac,2015,https://boxd.it/6IP4,3.5,boxd.it,,[],,[],[],[],,
2025-10-22,Deep Cover,2025,https://boxd.it/L6ec,1.5,boxd.it,3.21,"['Action', 'Comedy', 'Crime']",Tom Kingsley,[],[],[],99.0,
2025-10-29,Barbarian,2022,https://boxd.it/yohi,3.5,boxd.it,3.43,"['Horror', 'Thriller', 'Mystery']",Zach Cregger,[],[],[],103.0,
2025-10-29,When Evil Lurks,2023,https://boxd.it/rXBe,2.5,boxd.it,3.52,"['Horror', 'Thriller']",Demián Rugna,[],[],[],100.0,
2025-12-30,Soyut Dışavurumcu Bir Dostluğun Anatomisi Veyahut Yan Yana,2025,https://boxd.it/XDGM,,boxd.it,,[],,[],[],[],,
2025-12-30,Superbad,2007,https://boxd.it/20hO,4.0,boxd.it,,[],,[],[],[],,
2025-12-30,Arthur Christmas,2011,https://boxd.it/Cg6,4.0,boxd.it,,[],,[],[],[],,
2026-03-06,D.I.S.C.O.,2026,https://boxd.it/XYj0,,boxd.it,,[],,[],[],[],,
2026-03-06,Marty Supreme,2025,https://boxd.it/Off0,,boxd.it,,[],,[],[],[],,
2026-03-12,Wake Up Dead Man,2025,https://boxd.it/uAKS,,boxd.it,,[],,[],[],[],,
2026-03-12,Casino,1995,https://boxd.it/2ads,5.0,boxd.it,,[],,[],[],[],,
2026-03-12,Once Upon a Time in America,1984,https://boxd.it/2aCs,,boxd.it,,[],,[],[],[],,
2026-03-12,The Rip,2026,https://boxd.it/NP5y,,boxd.it,,[],,[],[],[],,
2026-03-12,Coach Carter,2005,https://boxd.it/218e,,boxd.it,,[],,[],[],[],,
2026-03-12,The Notebook,2004,https://boxd.it/1UNE,,boxd.it,,[],,[],[],[],,
2026-03-12,School of Rock,2003,https://boxd.it/28xK,5.0,boxd.it,,[],,[],[],[],,
2026-03-17,Trap,2024,https://boxd.it/D4nK,2.0,boxd.it,2.61,"['Crime', 'Thriller', 'Horror']",M. Night Shyamalan,[],[],[],105.0,
2026-03-17,HIS & HERS,2026,https://boxd.it/103iK,4.0,boxd.it,3.65,"['Crime', 'Drama', 'Mystery']",William Oldroyd,[],[],[],262.0,
2026-03-22,Peaky Blinders: The Immortal Man,2026,https://boxd.it/x3yq,,boxd.it,,[],,[],[],[],,
2026-03-22,X-Men: Apocalypse,2016,https://boxd.it/7eJi,,boxd.it,,[],,[],[],[],,
2026-03-22,X-Men: First Class,2011,https://boxd.it/FOA,,boxd.it,,[],,[],[],[],,
2026-03-24,The Wrestler,2008,https://boxd.it/1So8,4.5,boxd.it,,[],,[],[],[],,
2026-03-24,Mad Max: Fury Road,2015,https://boxd.it/2DjO,,boxd.it,,[],,[],[],[],,
2026-03-24,Big Little Lies,2017,https://boxd.it/fYde,4.0,boxd.it,,[],,[],[],[],,
2026-03-24,Paranormal Activity,2007,https://boxd.it/1yIM,4.0,boxd.it,,[],,[],[],[],,
2026-03-24,Rings,2017,https://boxd.it/1NQ2,,boxd.it,,[],,[],[],[],,
2026-03-24,The Conjuring: Last Rites,2025,https://boxd.it/Dh8e,,boxd.it,,[],,[],[],[],,
2026-03-24,Sinister,2012,https://boxd.it/2TnW,,boxd.it,,[],,[],[],[],,
2026-03-24,Goodnight Mommy,2014,https://boxd.it/8Niy,4.0,boxd.it,,[],,[],[],[],,
2026-03-24,Anyone But You,2023,https://boxd.it/EzA8,,boxd.it,,[],,[],[],[],,
2026-03-24,The Internship,2013,https://boxd.it/3SWS,3.5,boxd.it,,[],,[],[],[],,
2026-03-24,The Proposal,2009,https://boxd.it/1HiS,,boxd.it,,[],,[],[],[],,
2026-03-24,The Intern,2015,https://boxd.it/7AOE,4.0,boxd.it,,[],,[],[],[],,
2026-03-24,Mamma Mia!,2008,https://boxd.it/1Tnq,,boxd.it,,[],,[],[],[],,
2026-03-25,Kramer vs. Kramer,1979,https://boxd.it/h0w,4.5,boxd.it,,[],,[],[],[],,
2026-03-28,Nonnas,2025,https://boxd.it/HxlQ,3.0,boxd.it,3.22,['Comedy'],Stephen Chbosky,[],[],[],112.0,
2026-03-30,Sharp Objects,2018,https://boxd.it/j3NM,4.0,boxd.it,,[],,[],[],[],,
2026-04-02,Project Hail Mary,2026,https://boxd.it/pEeQ,4.5,boxd.it,4.32,"['Comedy', 'Science Fiction', 'Adventure']",Phil Lord,[],[],[],156.0,
2026-04-06,The Drama,2026,https://boxd.it/OA2w,3.5,boxd.it,3.65,"['Romance', 'Drama', 'Comedy']",Kristoffer Borgli,[],[],[],105.0,
2026-04-06,Long Shot,2017,https://boxd.it/h8oI,4.0,boxd.it,,[],,[],[],[],,
2026-04-08,Gravity,2013,https://boxd.it/GZY,2.5,boxd.it,,[],,[],[],[],,
2026-04-08,The Map of Tiny Perfect Things,2021,https://boxd.it/p3O8,5.0,boxd.it,,[],,[],[],[],,
2026-04-08,Deadpool & Wolverine,2024,https://boxd.it/jq8s,,boxd.it,,[],,[],[],[],,
2026-04-08,Juno,2007,https://boxd.it/210a,4.0,boxd.it,,[],,[],[],[],,
2026-04-09,Bridesmaids,2011,https://boxd.it/rac,,boxd.it,,[],,[],[],[],,
2026-04-09,Conclave,2024,https://boxd.it/AO8q,4.0,boxd.it,3.92,"['Drama', 'Thriller']",Edward Berger,[],[],[],120.0,
2026-04-10,Chernobyl,2019,https://boxd.it/mkbG,4.5,boxd.it,,[],,[],[],[],,
2026-04-10,No Hard Feelings,2023,https://boxd.it/xouu,3.0,boxd.it,2.95,"['Comedy', 'Romance']",Gene Stupnitsky,[],[],[],103.0,
2026-04-10,Booksmart,2019,https://boxd.it/igNS,4.0,boxd.it,,[],,[],[],[],,
2026-04-10,Bullet Train,2022,https://boxd.it/qW26,4.0,boxd.it,3.63,"['Comedy', 'Thriller', 'Action']",David Leitch,[],[],[],126.0,
2026-04-10,Turbo,2013,https://boxd.it/2Hzw,,boxd.it,,[],,[],[],[],,
2026-04-12,Now You See Me: Now You Don't,2025,https://boxd.it/f3i2,3.0,boxd.it,,[],,[],[],[],,
2026-04-19,The Substance,2024,https://boxd.it/zanS,4.0,boxd.it,3.73,"['Horror', 'Science Fiction']",Coralie Fargeat,[],[],[],141.0,
2026-04-19,Scent of a Woman,1992,https://boxd.it/1YAu,2.5,boxd.it,,[],,[],[],[],,
2026-04-22,Adventureland,2009,https://boxd.it/1JTQ,3.5,boxd.it,,[],,[],[],[],,
2026-04-24,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa,4.0,boxd.it,,[],,[],[],[],,
2026-05-04,GoodFellas,1990,https://boxd.it/29FA,4.0,boxd.it,,[],,[],[],[],,
2026-05-08,The Secret Life of Pets,2016,https://boxd.it/aJ5E,2.5,boxd.it,,[],,[],[],[],,
2026-05-21,Reservoir Dogs,1992,https://boxd.it/2agc,,boxd.it,,[],,[],[],[],,
2026-05-24,One Battle After Another,2025,https://boxd.it/DUHM,4.0,boxd.it,4.12,"['Thriller', 'Comedy', 'Action', 'Crime']",Paul Thomas Anderson,[],[],[],162.0,
2026-06-01,Michael,2026,https://boxd.it/zi5M,,boxd.it,,[],,[],[],[],,
2026-06-08,Obsession,2025,https://boxd.it/PNqo,4.5,boxd.it,4.08,"['Thriller', 'Horror']",Curry Barker,[],[],[],109.0,
2026-06-10,The Holdovers,2023,https://boxd.it/vHza,4.0,boxd.it,4.26,"['Drama', 'Comedy']",Alexander Payne,[],[],[],133.0,
2026-06-13,Disclosure Day,2026,https://boxd.it/MDJY,3.0,boxd.it,3.05,"['Thriller', 'Science Fiction']",Steven Spielberg,[],[],[],146.0,
2026-06-22,Backrooms,2026,https://boxd.it/EY6W,,boxd.it,,[],,[],[],[],,
2026-06-22,Toy Story,1995,https://boxd.it/29qA,,boxd.it,,[],,[],[],[],,
